kategori,digit,kode,judul,deskripsi
C,5,32300,Industri Alat Olahraga,"Kelompok ini mencakup usaha pembuatan alat-alat olahraga, seperti bola sepak, bola basket, bola volley, raket tenis, raket bulu tangkis, net volley, net pingpong, stik golf, stik hockey, meja pingpong, ski bindings dan poles (galah), sepatu ski, papan layar dan papan selancar, peralatan untuk olahraga memancing termasuk jaring penyerok, peralatan untuk berburu, panjat gunung, sarung tangan dan tutup kepala olahraga dari kulit, ice skate, roller skate, busur dan panah, peralatan untuk olahraga ketangkasan, peralatan gimnastik (senam), peralatan pusat kebugaran (fitness centre) atau peralatan atletik dan matras. Kelompok ini tidak termasuk usaha pembuatan layar perahu (13929), pakaian olahraga (14111), pakaian kuda (15123), sepatu olahraga (15202), senjata untuk olahraga (25200), sepeda olahraga (30921), kapal/sampan olahraga (30120), meja billiard/perlengkapan bowling (32401), cambuk dan pecut (15123)."
C,3,324,Industri alat permainan dan mainan anak-anak,"Golongan ini mencakup pembuatan mainan anak dan alat permainan ketangkasan/games (termasuk mainan elektronik dan asesorisnya, hobby kits, kendaraan untuk anak-anak, meja permainan, kartu permainan, alat permainan yang dijalankan dengan menggunakan koin, dan permainan hiburan lainnya. Golongan ini tidak mencakup pembuatan peralatan konsol video game."
C,4,3240,Industri Alat Permainan dan Mainan Anak-anak,"Subgolongan ini mencakup industri boneka, alat permainan dan mainan anak-anak (termasuk  permainan elektronik), timbangan mainan dan kendaraan anak-anak (kecuali sepeda roda dua dan sepeda roda tiga logam).    

Subgolongan ini mencakup :  
- Industri boneka dan pakaian boneka dan aksesorisnya  
- Industri action figure (tokoh-tokoh super hero seperti superman, batman dan lain-lain)  
- Industri binatang mainan
- Industri alat musik mainan
- Industri kartu permainan
- Industri papan permainan dan permainan sejenisnya  
- Industri permainan elektronik, permainan catur dan lain-lain  
- Industri scale model dan model rekreasional sejenisnya, kereta api listrik, permainan konstruksi dan sebagainya  
- Industri permainan yang dioperasikan dengan koin, bilyard, meja khusus untuk permainan judi dan sebagainya  
- Industri fun fair, table games dan parlour games  
- Industri mainan beroda yang dirancang untuk dikendarai, termasuk sepeda roda dua dan sepeda roda tiga yang terbuat dari plastik  
- Industri puzzle dan sebagainya    

Subgolongan ini tidak mencakup :  
-  Industri konsol video game, lihat 2649
- Industri sepeda, lihat 3092
-  Penerbitan dan pemrograman software untuk konsol video game, lihat 5820, 6201"
C,5,32401,Industri Alat Permainan,"Kelompok ini mencakup usaha pembuatan alat/perlengkapan seperti kartu domino, remi dan sejenisnya, kelereng, bekel, papan permainan dan permainan sejenisnya (halma, ular tangga), permainan elektronik, permainan catur, permainan yang dioperasikan dengan koin, bilyard, meja khusus untuk permainan judi dan sebagainya, fun fair, table and parlour games, meja billiard, meja casino, meja bowling dan perlengkapannya, puzzle dan mainan edukatif dan alat-alat permainan lainnya."
C,5,32402,Industri Mainan Anak-anak,"Kelompok ini mencakup usaha pembuatan macam-macam mainan, seperti boneka dari kayu, kain, karet, dan sejenisnya termasuk pakaian boneka dan aksesorinya, mainan berupa senjata, toys set, tokoh super hero seperti superman, batman dan lain-lain, binatang mainan, alat musik mainan, kartu permainan, scale model dan model rekreasional sejenisnya, kereta api listrik, permainan konstruksi, mainan beroda yang dirancang untuk dikendarai (mainan jenis kendaraan) termasuk sepeda roda dua dan sepeda roda tiga yang terbuat dari plastik. Sepeda anak-anak dimasukkan dalam kelompok 30921."
C,3,325,Industri peralatan kedokteran dan kedokteran gigi serta perlengkapannya,"Golongan ini mencakup pembuatan peralatan medis dan laboratorium, perabotan, instrumen, perlengkapan dan persediannya.  Golongan ini mencakup barang-barang dan peralatan bedah, kedokteran gigi, ortopedi, ophthalmic dan prosedural lain."
C,4,3250,Industri Peralatan Kedokteran dan Kedokteran Gigi serta Perlengkapannya,"Subgolongan ini mencakup industri peralatan laboratorium, peralatan kedokteran dan operasi (bedah) serta perlengkapannya,  peralatan kedokteran gigi dan perlengkapannya, barang-barang orthodonsi, peralatan orthodonsi dan gigi palsu. Termasuk industri furnitur untuk kedokteran dan kedokteran gigi dan sejenisnya,  di mana fungsi khusus tambahan menentukan tujuan produk, seperti kursi dokter gigi yang dirancang dengan fungsi hidrolik.    

Subgolongan ini mencakup :  
- Industri kain dan benang steril dan kertas tisue untuk operasi  
- Industri semen dan penambal gigi (kecuali perekat gigi palsu), lilin gigi dan preparat plester gigi lainnya  
- Industri semen rekonstruksi tulang
- Industri tungku pembakar laboratorium kedokteran gigi  
- Industri mesin pembersihan ultrasonik laboratorium  
- Industri alat sterilizer laboratorium
- Industri peralatan destilasi laboratorium, alat sentrifugal laboratorium   
- Industri furnitur untuk kedokteran, pembedahan, kedokteran gigi atau kedokteran hewan, seperti meja operasi, meja pemeriksaan, tempat tidur rumah sakit dengan peralatan mekanik dan kursi periksa dokter gigi.  
- Industri pelat dan baut tulang (bone plates and screws), alat suntik, jarum suntik, kateter, cannulae, dan sebagainya  
- Industri peralatan kedokteran gigi (termasuk kursi periksa dokter gigi yang tergabung dengan perlengkapan dokter gigi lainnya)  
- Industri gigi buatan, dan sebagainya yang dibuat di laboratorium kedokteran gigi  
- Industri peralatan ortopedi dan prosthetic  
- Industri mata buatan dari gelas 
- Industri thermometer kedokteran
- Industri barang-barang opthalmik, kaca mata, sunglasses, lensa atas dasar resep, lensa kontak, safety googles (kaca mata untuk penahan debu, renang, selam)    

Subgolongan ini tidak mencakup :  
- Industri perekat gigi palsu, lihat 2023
- Industri pembalut kedokteran dan lain-lain, lihat 2101  
- Industri peralatan elektromedis dan elektroterapi, lihat 2660  
- Industri kursi roda, lihat 3092"
C,5,32501,"Industri Furnitur Untuk Operasi, Perawatan Kedokteran Dan Kedokteran Gigi","Kelompok ini mencakup pembuatan perabot atau furnitur untuk kegiatan operasi, perawatan, kedokteran gigi dan kedokteran hewan, seperti meja operasi, tiang infus, tempat tidur rumah sakit dengan peralatan mekanik dan kursi untuk pemeriksaan dan perawatan gigi."
C,5,32502,"Industri Peralatan Kedokteran Dan Kedokteran Gigi, Perlengkapan Orthopaedic Dan Prosthetic","Kelompok ini mencakup pembuatan peralatan dan perlengkapan untuk pemeriksaan kesehatan, operasi, kedokteran gigi dan kedokteran hewan, seperti electrocardiograph, alat-alat bor gigi, peralatan test mata (termasuk reflektor, endoscope, dan lain-lain), jarum suntik, peralatan sterilisasi, peralatan pijat, ozone therapy, oxygen therapy, peralatan pernapasan buatan, perlengkapan orthopaedic dan prosthetic (crutches, surgical belts and trussers, orthopaedic corsets and shoes dan lain-lain), thermometer kedokteran, tungku pembakar laboratorium kedokteran gigi, mesin pembersihan ultrasonik laboratorium, peralatan destilasi laboratorium, alat sentrifugal laboratorium, pelat dan baut tulang (bone plates and screws), alat suntik, jarum suntik, kateter, cannulae dan sebagaiya, peralatan kedokteran gigi (termasuk kursi periksa dokter gigi yang tergabung dengan perlengkapan dokter gigi lainnya), gigi buatan dan sebagainya yang dibuat di laboratorium kedokteran gigi, mata buatan dari gelas dan peralatan tubuh palsu lainnya, seperti mata palsu, tengkorak palsu dan bagian-bagian dalam tubuh palsu. Kelompok ini juga mencakup pembuatan berbagai peralatan dan perlengkapan dalam bentuk instrumen bedah, antara lain seperti gunting, pinset, tang. "
C,5,32503,Industri Kaca Mata,"Kelompok ini mencakup usaha pembuatan macam-macam barang-barang opthalmik dan kaca mata berikut frame, seperti kaca mata pembantu penglihatan, kaca mata peredam sinar matahari/cahaya (sunglasses) dan safety googles (kaca mata untuk penahan debu, renang, selam, las). Termasuk juga pembuatan lensa kaca mata dan lensa kontak."
C,5,32509,Industri Peralatan Kedokteran Dan Kedokteran Gigi Serta Perlengkapan Lainnya,"Kelompok ini mencakup usaha pembuatan peralatan kedokteran dan kedokteran gigi serta perlengkapan lainnya yang belum tercakup dalam kelompok 32501 sampai dengan 32503, seperti kain dan benang steril/benang bedah dan kertas tisue untuk operasi, semen dan penambal gigi (kecuali perekat gigi palsu 20234), lilin gigi dan preparat plester gigi lainnya, semen rekonstruksi tulang, masker medis seperti surgical mask."
C,3,329,Industri pengolahan lainnya ytdl,"Golongan ini mencakup pembuatan berbagai macam barang-barang pribadi yang belum tercakup sebelumnya.  Golongan ini mencakup peralatan keselamatan yang bersifat melindungi, sikat dan sapu untuk berbagai kebutuhan, berbagai macam pulpen dan pensil, alat pemberi label dan tanggal, payung, tongkat untuk berjalan, alat pengunci, pemantik api, barang kebutuhan pribadi dan bermacam-macam barang seperti lilin, rangkaian bunga, jokes dan novelties, tangan, tailor's dummies, peti mati dan lain-lain termasuk kegiatan taxidermy (mounting kulit hewan dengan kapas sehingga terlihat seperti binatang hidup)."
C,4,3290,Industri Pengolahan Lainnya Ytdl,"Subgolongan ini mencakup :  
- Industri peralatan untuk pelindung keselamatan, seperti pakaian pelindung dan pakaian anti api; sabuk pengaman tukang kawat dan sabuk lain untuk keperluan pekerjaan; pelampung; topi plastik yang keras dan perlengkapan keamanan lainnya yang terbuat dari plastik (helm olahraga dan segala macam helm sejenisnya); pakaian pelindung kebakaran; tutup kepala pengaman dan peralatan pengaman pribadi lain yang terbuat dari logam; penyumbat telinga dan hidung (misalnya untuk renang dan pengaman hidung); dan masker gas  
- Industri sapu dan sikat, termasuk sikat yang merupakan komponen pada mesin, alat pel lantai mekanik yang dioperasikan tangan, pengepel dan kemoceng, kuas cat, papan dan rol cat, kertas cat, alat pembersih dari karet dan sikat, sapu, pengepel lainnya  
- Industri sikat sepatu dan pakaian
- Industri pena dan pensil dari semua jenis baik mekanik maupun tidak  
- Industri isi pensil
- Industri penanggalan, penyegelan atau penomoran perangko, alat cetak yang dioperasikan tangan atau pemberian label timbul, peralatan cetak manual, pita mesin ketik dan bantalan tinta   
- Industri globe
- Industri payung, payung matahari, tongkat pejalan, seat-stick  
- Industri kancing, kancing kait, kancing tekan, resleting  
- Industri geretan rokok
- Industri barang-barang pribadi, seperti pipa rokok, sisir, penyemprot wangi-wangian, botol vakum dan bejana vakum untuk keperluan pribadi atau rumah tangga, wig (rambut palsu), janggut palsu, bulu mata palsu  
- Industri berbagai macam barang, seperti lilin, tapers dan sejenisnya, karangan bunga, rangkaian bunga berbentuk lingkaran dan keranjang bunga; bunga, buah-buahan dan daun-daunan buatan, joke and nouvelties, ayakan tangan dan handriddles, boneka yang digunakan oleh penjahit  untuk mengenakan baju, peti jenazah dan lain-lain  
- Kegiatan taxidermy (mengisi kulit binatang dengan kapas dan lain-lain sehingga nampak seperti binatang hidup)    
- Industri produksi radioisotop 
- Industri fabrikasi elemen bakar uranium 

Subgolongan ini tidak mencakup :  
- Industri sumbu kain ringan (lighter wicks), lihat 1399  
- Industri pakaian kerja (misalnya jaket laboratorium, jas kerja, seragam), lihat 1411  
- Industri kertas nouvelties, lihat 1709
- Industri plastik nouvelties, lihat 2229"
C,5,32901,Industri Alat Tulis Dan Gambar Termasuk Perlengkapannya,"Kelompok ini mencakup usaha pembuatan macam-macam alat tulis dan gambar termasuk perlengkapannya, seperti pensil hitam, pensil berwarna, pulpen, pena boll point, tangkai pena, pena sablon, jangka, kuas gambar, batu tulis, meja gambar, rapido, sablon, letraset dan crayon. Termasuk pembuatan cat air dan cat minyak."
C,5,32902,Industri Pita Mesin Tulis/Gambar,"Kelompok ini mencakup usaha pembuatan macam-macam pita mesin tulis/gambar, seperti pita mesin tik, pita pencetak komputer dan pita mesin tulis lainnya."
C,5,32903,Industri Kerajinan YTDL,"Kelompok ini mencakup usaha pembuatan barang-barang kerajinan dari bahan tumbuh-tumbuhan dan hewan, seperti kerajinan pohon kelapa, tempurung, serabut, akar-akaran, kulit, gading, tanduk, tulang, bulu, rambut, binatang yang diawetkan, kegiatan taxidermy (mengisi kulit binatang dengan kapas dan lain-lain sehingga nampak seperti binatang hidup), karangan bunga, rangkaian bunga berbentuk lingkaran dan keranjang bunga; bunga, buah-buahan dan daun-daunan buatan dan barang-barang lukisan.  Termasuk usaha pembuatan barang-barang kerajinan dari kulit ikan dan kekerangan, baik dari kulit kerang mutiara seperti kerang Pinctada maxima, kerang mabe (mutiara setengah bulat), maupun kerang lainnya."
C,5,32904,Industri Peralatan Untuk Pelindung Keselamatan,"Kelompok ini mencakup usaha pembuatan peralatan untuk pelindung keselamatan, seperti pakaian pelindung dan pakaian anti api, sabuk pengaman tukang kawat dan sabuk lain untuk keperluan pekerjaan, pelampung, topi plastik yang keras (helm bangunan) dan perlengkapan keamanan  lainnya yang terbuat dari plastik (helm olahraga dan segala macam helm sejenisnya), pakaian pelindung kebakaran, tutup kepala pengaman dari logam dan peralatan pengaman pribadi lain yang terbuat dari logam, penyumbat telinga dan hidung (misalnya untuk renang dan pengaman hidung) dan masker gas, masker non medis dan APD termasuk face shield."
C,5,32905,Industri Serat Sabut Kelapa,"Kelompok ini mencakup usaha pengolahan sabut kelapa menjadi bahan baku, seperti cocofiber (serat sabut kelapa), cocopeat (serbuk sabut kelapa), Rubberized Curl Coir (RCC)/ serat sabut kelapa berkaret (sebutret), dan lainnya.   Contoh: cocofiber digunakan untuk pembuatan jok mobil, spring bed, dan lainnya  serta cocopeat biasanya digunakan untuk media tanaman, dan lainnya."
C,5,32906,Industri Produksi Radioisotop,Kelompok ini mencakup usaha yang melakukan kegiatan pembuatan radioisotop hasil dari aktivasi akselerator (pemercepat partikel) atau iradiasi dari reaktor nuklir.
C,5,32907,Industri Fabrikasi Elemen Bakar Uranium,Kelompok ini mencakup usaha yang melakukan kegiatan fabrikasi elemen bakar uranium.
C,5,32909,Industri Pengolahan Lainnya YTDL,"Kelompok ini mencakup usaha pembuatan barang-barang yang tidak diklasifikasikan di tempat lain, seperti papan nama, papan reklame (papan atau lampu display), segala macam payung, pipa rokok, lencana, piala, medali, stempel, tongkat, kap lampu, lilin, segala macam kancing, sapu, sikat ijuk, tempat cerutu dan sirih, pipa rokok, sisir, penyemprot wangi-wangian, botol vakum dan bejana vakum untuk keperluan pribadi atau rumah tangga, wig (rambut palsu), janggut palsu, bulu mata palsu dan lainnya yang belum tercakup dalam golongan lainnya, termasuk pembuatan korek api dari logam dan pembuatan perhiasan imitasi, boneka yang digunakan oleh penjahit  untuk mengenakan baju, peti jenazah. Pembuatan sumbu lampu dimasukan dalam kelompok 13942."
C,2,33,Reparasi dan pemasangan mesin dan peralatan,"Perbaikan dan pemeliharaan mesin dan peralatannya mencakup perbaikan khusus barang barang yang dihasilkan oleh lapangan usaha industri pengolahan dengan tujuan untuk pemulihan mesin, peralatan dan produk lainnya menjadi baik, termasuk disini jasa rekondisi.  Ketentuan pemeliharaan umum atau rutin (servis) mesin-mesin tersebut untuk memastikan mesin bekerja efesien dan untuk pencegahan kerusakan dan perbaikan yang tidak penting, tercakup di sini.  Golongan pokok ini hanya mencakup kegiatan perbaikan dan pemeliharaan khusus.  Juga tercakup di sini instalasi khusus mesin.  Golongan pokok ini tidak mencakup pembersihan mesin industri, perbaikan dan pemeliharaan peralatan komputer dan komunikasi, serta perbaikan dan pemeliharaan barang-barang rumah tangga."
C,3,331,"Reparasi Produk Logam Pabrikasi, Mesin dan Peralatan","Pembangunan dan pembuatan kembali mesin-mesin dianggap sebagai industri pengolahan. Golongan ini mencakup perbaikan dan pemeliharaan produk logam pabrikasi, peralatan dan mesin, mencakup perbaikan khusus barang-barang yang dihasilkan lapangan usaha industri pengolahan dengan tujuan untuk pemulihan barang-barang logam, mesin dan peralatan serta produk lain menjadi baik, termasuk juga disini jasa rekondisi.  Ketentuan pemeliharaan umum atau rutin (servis) mesin-mesin tersebut untuk memastikan mesin bekerja efisien dan untuk mencegah kerusakan dan perbaikan yang tidak penting, tercakup di sini.  Pada golongan ini juga mencakup perbaikan produk logam pabrikasi, mesin industri, peralatan listrik, elektronik dan optik, alat angkutan kecuali kendaraan bermotor dan semua peralatan lain."
C,4,3311,Reparasi Produk Logam Pabrikasi,"Subgolongan ini mencakup reparasi dan perawatan produk logam pabrikasi di golongan pokok 25.    

Subgolongan ini mencakup :  
- Reparasi tangki, reservoir dan kontainer atau wadah logam  
- Reparasi dan perawatan untuk pipa dan saluran pipa  
- Las (keliling) yang berpindah-pindah
- Reparasi drum pengapalan baja
- Reparasi dan perawatan generator uap atau uap air lainnya  
- Reparasi dan perawatan mesin tambahan yang digunakan dalam generator uap, seperti kondensator, pemanas, pengumpul/kolektor dan akumulator uap  
- Reparasi dan perawatan reactor nuklir, kecuali separator isotop  
- Reparasi dan perawatan suku cadang mesin kapal laut atau ketel uap tenaga  
- Reparasi dan perawatan peralatan kerja dari radiator dan pemanas pusat  
- Reparasi dan perawatan senjata api dan meriam/artileri (termasuk jasa reparasi senjata untuk kegiatan olahraga atau rekreasi)    

Subgolongan ini tidak mencakup :  
- Reparasi sistem pemanas sentral dan lain-lain, lihat 4322  
- Reparasi kunci mekanik, peti besi dan lain-lain, lihat 8020"
C,5,33111,"Reparasi Produk Logam Siap Pasang Untuk Bangunan, Tangki, Tandon Air Dan Generator Uap","Kelompok ini mencakup reparasi dan perawatan produk logam pabrikasi di golongan 251, seperti reparasi tangki, reservoir dan kontainer atau wadah logam, drum pengapalan baja, generator uap atau uap air lainnya, mesin tambahan yang digunakan dalam generator uap (Kondensator, pemanas, pengumpul/kolektor dan akumulator uap), reactor nuklir kecuali separator isotop, suku cadang mesin kapal laut atau ketel uap tenaga dan peralatan kerja dari radiator dan pemanas pusat dan sejenisnya."
C,5,33112,Reparasi Produk Senjata Dan Amunisi,"Kelompok ini mencakup reparasi dan perawatan produk logam di golongan 252, yaitu  reparasi dan perawatan senjata api dan meriam/artileri (termasuk reparasi senjata untuk kegiatan olahraga atau rekreasional)."
C,5,33119,Reparasi Produk Logam Pabrikasi Lainnya,"Kelompok ini mencakup reparasi dan perawatan produk logam pabrikasi di golongan 259, seperti  reparasi dan perawatan alat potong, perkakas tangan dan peralatan umum (biasa digunakan umtuk pertanian, pertukangan dan rumah tangga), wadah dari logam, barang dari kawat, brankas, filling kabinet dan barang logam lainnya.  Termasuk las (keliling) yang berpindah-pindah,"
C,4,3312,Reparasi Mesin,"Subgolongan ini mencakup reparasi dan perawatan mesin dan perlengkapan industri seperti penajaman atau pemasangan mata pisau dan gergaji mesin, pengelasan atau pematerian (misalnya otomotif atau mesin umum), reparasi mesin pertanian atau mesin industri berat lainnya dan perlengkapannya (misalnya forklift dan mesin pengangkat berat lainnya, perkakas mesin, peralatan pendingin komersial, peralatan konstruksi dan pertambangan), mesin dan peralatan yang ada pada golongan pokok 28.    

Subgolongan ini mencakup :  
- Reparasi dan perawatan mesin bukan otomotif, seperti mesin kapal laut atau kereta api  
- Reparasi dan perawatan pompa dan peralatan yang terkait  
- Reparasi dan perawatan peralatan tenaga uap atau zat cair   
- Reparasi dan perawatan katup/klep
- Reparasi dan perawatan roda gigi (persneling) dan peralatan kemudi  
- Reparasi dan perawatan tungku pembakar pada proses industri  
- Reparasi dan perawatan alat-alat angkut dan angkat  
- Reparasi dan perawatan peralatan pendingin dan peralatan pembersih udara  
- Reparasi dan perawatan mesin keperluan umum komersial  
- Reparasi dan perawatan perkakas tangan yang digerakkan tenaga lainnya  
- Reparasi dan perawatan perkakas mesin pemotong logam dan pembentuk logam dan aksesorinya  
- Reparasi dan perawatan perkakas mesin lainnya  
- Reparasi dan perawatan traktor pertanian  
- Reparasi dan perawatan mesin pertanian dan mesin kehutanan dan penebangan  
- Reparasi dan perawatan mesin metalurgi  
- Reparasi dan perawatan mesin pertambangan, konstruksi dan mesin pada ladang minyak dan gas  
- Reparasi dan perawatan mesin pengolahan makanan, minuman, dan tembakau  
- Reparasi dan perawatan mesin pembuatan pakaian dan pakaian dari kulit  
- Reparasi dan perawatan mesin pembuatan kertas  
- Reparasi dan perawatan mesin keperluan khusus lainnya di golongan pokok 28  
- Reparasi dan perawatan peralatan timbang 
- Reparasi dan perawatan mesin penjual otomatis  
- Reparasi dan perawatan cash register (mesin pembayar)  
- Reparasii dan perawatan mesin fotokopi  
- Reparasi kalkulator, baik listrik atau tidak  
- Reparasi mesin ketik 

Subgolongan ini tidak mencakup :  
- Instalasi/pemasangan, reparasi dan perawatan tungku pembakar dan peralatan pemanas lainnya, lihat 4322  
- Instalasi/pemasangan, reparasi dan perawatan elevator dan escalator, lihat 4329 "
C,5,33121,Reparasi Mesin Untuk Keperluan Umum,"Kelompok  ini mencakup reparasi mesin untuk keperluan umum yang tercakup dalam golongan 281, seperti reparasi dan perawatan mesin kapal laut atau kereta api, pompa dan peralatan yang terkait, peralatan tenaga uap atau zat cair, katup atau klep, roda gigi (persneling) dan peralatan kemudi, tungku pembakar pada proses industri, alat pengangkat dan pemindah, mesin dan peralatan kantor kecuali komputer dan perlengkapannya (cash register, mesin fotokopi, kalkulator, mesin ketik), perkakas tangan yang digerakkan tenaga, peralatan pendingin dan pembersih udara, timbangan, mesin penjual otomatis dan keperluan umum lainnya."
C,5,33122,Reparasi Mesin Untuk Keperluan Khusus,"Kelompok  ini mencakup reparasi dan perawatan mesin untuk keperluan khusus yang tercakup dalam golongan 282, seperti reparasi dan perawatan traktor pertanian, mesin pertanian dan mesin kehutanan dan penebangan, perkakas mesin pemotong logam dan pembentuk logam dan aksesorinya, perkakas mesin lainnya, mesin metalurgi, mesin pertambangan dan penggalian termasuk  mesin pada ladang minyak dan gas, mesin konstruksi, mesin pengolahan makanan dan minuman, mesin pengolahan tembakau, mesin tekstil, mesin pembuatan pakaian dan pakaian dari kulit, mesin pembuatan kertas dan mesin keperluan khusus lainnya."
C,4,3313,Reparasi Peralatan Elektronik dan Optik,"Subgolongan ini mencakup reparasi dan perawatan barang-barang yang diproduksi di golongan 265 (peralatan pengukur, pengujian, navigasi dan kontrol), 266 (peralatan iradiasi, elektromedis dan elektroterapi) dan 267 (peralatan optik),  kecuali yang termasuk barang-barang rumah tangga.  

Subgolongan ini mencakup : (untuk golongan 265)  
- Reparasi dan perawatan peralatan mesin pesawat terbang  
- Reparasi dan perawatan peralatan pengujian emisi mobil  
- Reparasi dan perawatan peralatan meteorologi  
- Reparasi dan perawatan peralatan pengujian dan pemeriksaan perlengkapan secara fisik, listrik dan kimia  
- Reparasi dan perawatan peralatan penelitian atau survei  
- Reparasi dan perawatan peralatan pendeteksi dan pemantauan radiasi    

Subgolongan ini mencakup : (untuk golongan 266)  
- Reparasi dan perawatan peralatan penggambaran resonansi magnetik (magnetic resonance imaging/ MRI)  
- Reparasi dan perawatan peralatan kesehatan ultrasound
- Jasa reparasi dan perawatan peralatan pembuka jalan (pacemaker)  
- Reparasi dan perawatan peralatan bantu pendengaran (hearing aids)  
- Reparasi dan perawatan peralatan elektrokardiografi  
- Reparasi dan perawatan peralatan endoskopis elektromedis 
- Reparasi dan perawatan peralatan iradiasi   

Subgolongan ini juga mencakup : (untuk golongan 267, jika utamanya digunakan secara komersial)  
- Reparasi dan perawatan teropong
- Reparasi dan perawatan mikroskop (kecuali mikroskop electron, proton)  
- Reparasi dan perawatan teleskop
- Reparasi dan perawatan prisma dan lensa (kecuali ophtalmik)   
- Reparasi dan perawatan peralatan fotografi    

Subgolongan ini tidak mencakup :  
- Reparasi dan perawatan mesin fotokopi, lihat 3312  
- Reparasi dan perawatan peralatan komputer dan perlengkapannya, lihat 9511  
- Reparasi dan perawatan proyektor komputer, lihat 9511 
- Reparasi dan perawatan peralatan komunikasi, lihat 9512  
- Reparasi dan perawatan kamera video dan TV komersial, lihat 9512  
- Reparasi dan perawatan kamera video untuk rumah tangga, lihat 9521  
- Reparasi dan perawatan jam tangan dan jam, lihat 9529"
C,5,33131,"Reparasi Alat Ukur, Alat Uji dan Peralatan Navigasi Dan Pengontrol","Kelompok ini mencakup reparasi dan perawatan peralatan yang diproduksi dalam golongan 265, seperti reparasi dan perawatan peralatan mesin pesawat terbang, peralatan pengujian emisi mobil, peralatan meteorologi, peralatan pengujian dan pemeriksaan perlengkapan secara fisik, listrik dan kimia, peralatan penelitian atau survei, peralatan pendeteksi dan pemantauan radiasi dan sejenisnya."
C,5,33132,"Reparasi Peralatan Iradiasi, Elektromedis Dan Elektroterapi","Kelompok ini mencakup reparasi dan perawatan peralatan iradiasi, elektromedis dan elektroterapi dalam golongan 266, seperti reparasi dan perawatan peralatan penggambaran resonansi magnetik (magnetic resonance imaging/MRI), peralatan kesehatan ultrasound, peralatan pembuka jalan (pacemaker), peralatan bantu pendengaran (hearing aids), peralatan elektrokardiografi, peralatan endoskopis elektromedis, peralatan iradiasi dan sejenisnya."
C,5,33133,Reparasi Peralatan Fotografi Dan Optik,"Kelompok ini mencakup reparasi dan perawatan peralatan fotografi dan optik dalam golongan 267, jika utamanya digunakan secara komersial, seperti reparasi dan perawatan teropong, mikroskop (kecuali mikroskop elektron, proton), teleskop, prisma dan lensa (kecuali ophtalmik), peralatan fotografi dan sejenisnya."
C,4,3314,Reparasi Peralatan Listrik,"Subgolongan ini mencakup reparasi dan perawatan barang-barang di golongan pokok 27, kecuali yang berada di golongan 275 (industri peralatan rumah tangga).    

Subgolongan ini mencakup :  
- Reparasi dan perawatan mesin tenaga, distribusi dan khususnya transformator  
- Reparasi dan perawatan motor listrik, generator dan perangkat motor generator  
- Reparasi dan perawatan peralatan saklar dan papan hubung  
- Reparasi dan perawatan peralatan relay dan pengontrol industri  
- Reparasi dan perawatan baterai utama dan cadangan   
- Reparasi dan perawatan peralatan penerangan listrik  
- Reparasi dan perawatan peralatan kawat pembawa arus dan bukan pembawa arus untuk sirkuit kabel listrik     

Subgolongan ini tidak mencakup :  
- Reparasi dan perawatan komputer dan perlengkapannya, lihat 9511  
- Reparasi dan perawatan peralatan telekomunikasi, lihat 9512 
- Reparasi dan perawatan peralatan elektronik konsumen, lihat 9521 
- Reparasi dan perawatan jam tangan dan jam dinding, lihat 9529"
C,5,33141,"Reparasi Motor Listrik, Generator Dan Transformator","Kelompok ini mencakup reparasi dan perawatan mesin dan peralatan yang diproduksi dalam golongan 271, seperti reparasi dan perawatan mesin tenaga, distribusi dan khususnya transformator, motor listrik, generator dan perangkat motor generator, peralatan saklar dan papan hubung, peralatan relay dan pengontrol industri."
C,5,33142,Reparasi Baterai Dan Akumulator Listrik,Kelompok ini mencakup reparasi dan perawatan baterai dan akumulator motor listrik dan lainnya yang termasuk dalam golongan 272.
C,5,33149,Reparasi Peralatan Listrik Lainnya,"Kelompok ini mencakup reparasi dan perawatan peralatan listrik lainnya dalam golongan 273, 274 dan 279, seperti reparasi dan perawatan peralatan penerangan listrik, peralatan kawat pembawa arus dan bukan pembawa arus untuk sirkuit kabel listrik dan peralatan listrik sejenis lainnya."
C,4,3315,"Reparasi Alat Angkutan, Bukan Kendaraan Bermotor","Subgolongan ini mencakup reparasi dan perawatan alat angkutan pada golongan pokok 30, bukan sepeda motor dan sepeda. Tetapi industri pembangunan kembali atau pemeriksaan kapal, lokomotif, kendaraan jalan rel dan pesawat diklasifikasikan di golongan pokok 30.  

Subgolongan ini mencakup :
- Reparasi dan perawatan rutin kapal
- Reparasi dan perawatan kapal pesiar
- Reparasi dan perawatan lokomotif dan kendaraan jalan rel (kecuali industri  pembangunan kembali dan pengubahan)  
- Reparasi dan perawatan pesawat (kecuali industri  pengubahan, pemeriksaan, dan pembangunan kembali)  
- Reparasi dan perawatan mesin pesawat terbang  
- Reparasi dan perawatan andong dan kereta yang ditarik binatang    

Subgolongan ini tidak mencakup :  
- Industri pembangunan kembali kapal, lihat 3011  
- Industri pembangunan kembali lokomotif dan kendaraan jalan rel, lihat 3020  
- Industri pembangunan kembali pesawat terbang, lihat 3030  
- Industri reparasi mesin kapal dan kereta api, lihat 3312  
- Penimbangan dan pembongkaran kapal, lihat 3830  
- Reparasi dan perawatan sepeda motor, lihat 4540  
- Reparasi dan perawatan sepeda dan kursi roda, lihat 9529"
